Comment,Designator,Footprint,LCSC,Quantity
R,R77,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,,1
R,R76,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,,1
R,R74,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,,1
R,R22,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,,1
R,R21,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,,1
R,R20,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,,1
2N7002,Q466,SOT-23,C8545,1
2N7002,Q471,SOT-23,C8545,1
2N7002,Q492,SOT-23,C8545,1
2N7002,Q479,SOT-23,C8545,1
2N7002,Q476,SOT-23,C8545,1
2N7002,Q458,SOT-23,C8545,1
2N7002,Q454,SOT-23,C8545,1
2N7002,Q457,SOT-23,C8545,1
2N7002,Q490,SOT-23,C8545,1
2N7002,Q484,SOT-23,C8545,1
2N7002,Q482,SOT-23,C8545,1
2N7002,Q465,SOT-23,C8545,1
2N7002,Q467,SOT-23,C8545,1
2N7002,Q478,SOT-23,C8545,1
2N7002,Q461,SOT-23,C8545,1
2N7002,Q463,SOT-23,C8545,1
2N7002,Q460,SOT-23,C8545,1
2N7002,Q469,SOT-23,C8545,1
2N7002,Q470,SOT-23,C8545,1
2N7002,Q485,SOT-23,C8545,1
2N7002,Q477,SOT-23,C8545,1
2N7002,Q464,SOT-23,C8545,1
2N7002,Q491,SOT-23,C8545,1
2N7002,Q594,SOT-23,C8545,1
2N7002,Q473,SOT-23,C8545,1
2N7002,Q455,SOT-23,C8545,1
2N7002,Q462,SOT-23,C8545,1
2N7002,Q472,SOT-23,C8545,1
2N7002,Q489,SOT-23,C8545,1
2N7002,Q488,SOT-23,C8545,1
2N7002,Q459,SOT-23,C8545,1
2N7002,Q468,SOT-23,C8545,1
2N7002,Q456,SOT-23,C8545,1
2N7002,Q487,SOT-23,C8545,1
2N7002,Q481,SOT-23,C8545,1
2N7002,Q480,SOT-23,C8545,1
2N7002,Q486,SOT-23,C8545,1
2N7002,Q483,SOT-23,C8545,1
2N7002,Q475,SOT-23,C8545,1
2N7002,Q569,SOT-23,C8545,1
2N7002,Q572,SOT-23,C8545,1
2N7002,Q516,SOT-23,C8545,1
2N7002,Q567,SOT-23,C8545,1
2N7002,Q583,SOT-23,C8545,1
2N7002,Q568,SOT-23,C8545,1
2N7002,Q576,SOT-23,C8545,1
2N7002,Q578,SOT-23,C8545,1
2N7002,Q582,SOT-23,C8545,1
2N7002,Q573,SOT-23,C8545,1
2N7002,Q574,SOT-23,C8545,1
2N7002,Q577,SOT-23,C8545,1
2N7002,Q584,SOT-23,C8545,1
2N7002,Q575,SOT-23,C8545,1
2N7002,Q581,SOT-23,C8545,1
2N7002,Q580,SOT-23,C8545,1
2N7002,Q579,SOT-23,C8545,1
2N7002,Q566,SOT-23,C8545,1
2N7002,Q565,SOT-23,C8545,1
Conn_01x21_Socket,J6,PinHeader_1x21_P2.54mm_Vertical,,1
2N7002,Q411,SOT-23,C8545,1
2N7002,Q413,SOT-23,C8545,1
2N7002,Q412,SOT-23,C8545,1
2N7002,Q409,SOT-23,C8545,1
2N7002,Q415,SOT-23,C8545,1
2N7002,Q416,SOT-23,C8545,1
2N7002,Q414,SOT-23,C8545,1
2N7002,Q410,SOT-23,C8545,1
2N7002,Q428,SOT-23,C8545,1
2N7002,Q427,SOT-23,C8545,1
2N7002,Q417,SOT-23,C8545,1
2N7002,Q418,SOT-23,C8545,1
2N7002,Q422,SOT-23,C8545,1
2N7002,Q423,SOT-23,C8545,1
2N7002,Q432,SOT-23,C8545,1
2N7002,Q561,SOT-23,C8545,1
2N7002,Q532,SOT-23,C8545,1
2N7002,Q535,SOT-23,C8545,1
2N7002,Q533,SOT-23,C8545,1
2N7002,Q534,SOT-23,C8545,1
2N7002,Q527,SOT-23,C8545,1
2N7002,Q528,SOT-23,C8545,1
2N7002,Q526,SOT-23,C8545,1
2N7002,Q525,SOT-23,C8545,1
2N7002,Q523,SOT-23,C8545,1
2N7002,Q524,SOT-23,C8545,1
2N7002,Q519,SOT-23,C8545,1
2N7002,Q517,SOT-23,C8545,1
2N7002,Q585,SOT-23,C8545,1
2N7002,Q610,SOT-23,C8545,1
2N7002,Q511,SOT-23,C8545,1
2N7002,Q497,SOT-23,C8545,1
2N7002,Q611,SOT-23,C8545,1
2N7002,Q496,SOT-23,C8545,1
2N7002,Q452,SOT-23,C8545,1
2N7002,Q502,SOT-23,C8545,1
2N7002,Q451,SOT-23,C8545,1
2N7002,Q504,SOT-23,C8545,1
2N7002,Q494,SOT-23,C8545,1
2N7002,Q453,SOT-23,C8545,1
2N7002,Q506,SOT-23,C8545,1
2N7002,Q507,SOT-23,C8545,1
2N7002,Q512,SOT-23,C8545,1
2N7002,Q449,SOT-23,C8545,1
2N7002,Q443,SOT-23,C8545,1
2N7002,Q505,SOT-23,C8545,1
2N7002,Q495,SOT-23,C8545,1
2N7002,Q448,SOT-23,C8545,1
2N7002,Q445,SOT-23,C8545,1
2N7002,Q446,SOT-23,C8545,1
2N7002,Q499,SOT-23,C8545,1
2N7002,Q570,SOT-23,C8545,1
2N7002,Q500,SOT-23,C8545,1
2N7002,Q444,SOT-23,C8545,1
2N7002,Q510,SOT-23,C8545,1
2N7002,Q509,SOT-23,C8545,1
2N7002,Q571,SOT-23,C8545,1
2N7002,Q450,SOT-23,C8545,1
2N7002,Q447,SOT-23,C8545,1
2N7002,Q501,SOT-23,C8545,1
2N7002,Q513,SOT-23,C8545,1
2N7002,Q498,SOT-23,C8545,1
2N7002,Q503,SOT-23,C8545,1
2N7002,Q508,SOT-23,C8545,1
Conn_01x01_Pin,J9,PinSocket_1x01_P2.54mm_Vertical,,1
Conn_02x08_Odd_Even,J12,PinSocket_2x08_P2.54mm_Vertical,,1
2N7002,Q385,SOT-23,C8545,1
2N7002,Q312,SOT-23,C8545,1
2N7002,Q390,SOT-23,C8545,1
2N7002,Q404,SOT-23,C8545,1
2N7002,Q164,SOT-23,C8545,1
2N7002,Q372,SOT-23,C8545,1
2N7002,Q307,SOT-23,C8545,1
2N7002,Q297,SOT-23,C8545,1
2N7002,Q304,SOT-23,C8545,1
2N7002,Q289,SOT-23,C8545,1
2N7002,Q317,SOT-23,C8545,1
2N7002,Q148,SOT-23,C8545,1
2N7002,Q402,SOT-23,C8545,1
2N7002,Q407,SOT-23,C8545,1
2N7002,Q394,SOT-23,C8545,1
2N7002,Q356,SOT-23,C8545,1
2N7002,Q165,SOT-23,C8545,1
2N7002,Q338,SOT-23,C8545,1
2N7002,Q138,SOT-23,C8545,1
2N7002,Q159,SOT-23,C8545,1
2N7002,Q142,SOT-23,C8545,1
2N7002,Q168,SOT-23,C8545,1
2N7002,Q171,SOT-23,C8545,1
2N7002,Q285,SOT-23,C8545,1
2N7002,Q389,SOT-23,C8545,1
2N7002,Q294,SOT-23,C8545,1
2N7002,Q387,SOT-23,C8545,1
2N7002,Q335,SOT-23,C8545,1
2N7002,Q396,SOT-23,C8545,1
2N7002,Q151,SOT-23,C8545,1
2N7002,Q362,SOT-23,C8545,1
2N7002,Q315,SOT-23,C8545,1
2N7002,Q331,SOT-23,C8545,1
2N7002,Q346,SOT-23,C8545,1
2N7002,Q391,SOT-23,C8545,1
2N7002,Q298,SOT-23,C8545,1
2N7002,Q357,SOT-23,C8545,1
2N7002,Q320,SOT-23,C8545,1
2N7002,Q354,SOT-23,C8545,1
2N7002,Q514,SOT-23,C8545,1
2N7002,Q314,SOT-23,C8545,1
2N7002,Q157,SOT-23,C8545,1
2N7002,Q375,SOT-23,C8545,1
2N7002,Q290,SOT-23,C8545,1
2N7002,Q287,SOT-23,C8545,1
2N7002,Q344,SOT-23,C8545,1
2N7002,Q286,SOT-23,C8545,1
2N7002,Q300,SOT-23,C8545,1
2N7002,Q400,SOT-23,C8545,1
2N7002,Q308,SOT-23,C8545,1
2N7002,Q401,SOT-23,C8545,1
2N7002,Q383,SOT-23,C8545,1
2N7002,Q395,SOT-23,C8545,1
2N7002,Q154,SOT-23,C8545,1
2N7002,Q143,SOT-23,C8545,1
2N7002,Q350,SOT-23,C8545,1
2N7002,Q309,SOT-23,C8545,1
2N7002,Q406,SOT-23,C8545,1
2N7002,Q328,SOT-23,C8545,1
2N7002,Q384,SOT-23,C8545,1
2N7002,Q141,SOT-23,C8545,1
2N7002,Q330,SOT-23,C8545,1
2N7002,Q368,SOT-23,C8545,1
2N7002,Q392,SOT-23,C8545,1
2N7002,Q293,SOT-23,C8545,1
2N7002,Q340,SOT-23,C8545,1
2N7002,Q345,SOT-23,C8545,1
2N7002,Q167,SOT-23,C8545,1
2N7002,Q361,SOT-23,C8545,1
2N7002,Q305,SOT-23,C8545,1
2N7002,Q325,SOT-23,C8545,1
2N7002,Q166,SOT-23,C8545,1
2N7002,Q323,SOT-23,C8545,1
2N7002,Q359,SOT-23,C8545,1
2N7002,Q373,SOT-23,C8545,1
2N7002,Q329,SOT-23,C8545,1
2N7002,Q326,SOT-23,C8545,1
2N7002,Q306,SOT-23,C8545,1
2N7002,Q380,SOT-23,C8545,1
2N7002,Q318,SOT-23,C8545,1
2N7002,Q137,SOT-23,C8545,1
2N7002,Q374,SOT-23,C8545,1
2N7002,Q403,SOT-23,C8545,1
2N7002,Q363,SOT-23,C8545,1
2N7002,Q322,SOT-23,C8545,1
2N7002,Q351,SOT-23,C8545,1
2N7002,Q408,SOT-23,C8545,1
2N7002,Q379,SOT-23,C8545,1
2N7002,Q155,SOT-23,C8545,1
2N7002,Q149,SOT-23,C8545,1
2N7002,Q388,SOT-23,C8545,1
2N7002,Q352,SOT-23,C8545,1
2N7002,Q393,SOT-23,C8545,1
2N7002,Q371,SOT-23,C8545,1
2N7002,Q334,SOT-23,C8545,1
2N7002,Q366,SOT-23,C8545,1
2N7002,Q360,SOT-23,C8545,1
2N7002,Q303,SOT-23,C8545,1
2N7002,Q147,SOT-23,C8545,1
2N7002,Q327,SOT-23,C8545,1
2N7002,Q347,SOT-23,C8545,1
2N7002,Q324,SOT-23,C8545,1
2N7002,Q319,SOT-23,C8545,1
2N7002,Q153,SOT-23,C8545,1
2N7002,Q348,SOT-23,C8545,1
2N7002,Q284,SOT-23,C8545,1
2N7002,Q370,SOT-23,C8545,1
2N7002,Q405,SOT-23,C8545,1
2N7002,Q342,SOT-23,C8545,1
2N7002,Q169,SOT-23,C8545,1
2N7002,Q145,SOT-23,C8545,1
2N7002,Q296,SOT-23,C8545,1
2N7002,Q140,SOT-23,C8545,1
2N7002,Q365,SOT-23,C8545,1
2N7002,Q333,SOT-23,C8545,1
2N7002,Q156,SOT-23,C8545,1
2N7002,Q343,SOT-23,C8545,1
2N7002,Q341,SOT-23,C8545,1
2N7002,Q160,SOT-23,C8545,1
2N7002,Q310,SOT-23,C8545,1
2N7002,Q397,SOT-23,C8545,1
2N7002,Q339,SOT-23,C8545,1
2N7002,Q367,SOT-23,C8545,1
2N7002,Q353,SOT-23,C8545,1
2N7002,Q292,SOT-23,C8545,1
2N7002,Q291,SOT-23,C8545,1
2N7002,Q295,SOT-23,C8545,1
2N7002,Q162,SOT-23,C8545,1
2N7002,Q386,SOT-23,C8545,1
2N7002,Q321,SOT-23,C8545,1
2N7002,Q355,SOT-23,C8545,1
2N7002,Q163,SOT-23,C8545,1
2N7002,Q313,SOT-23,C8545,1
2N7002,Q311,SOT-23,C8545,1
2N7002,Q349,SOT-23,C8545,1
2N7002,Q381,SOT-23,C8545,1
2N7002,Q378,SOT-23,C8545,1
2N7002,Q382,SOT-23,C8545,1
2N7002,Q170,SOT-23,C8545,1
2N7002,Q161,SOT-23,C8545,1
2N7002,Q316,SOT-23,C8545,1
2N7002,Q369,SOT-23,C8545,1
2N7002,Q358,SOT-23,C8545,1
2N7002,Q288,SOT-23,C8545,1
2N7002,Q139,SOT-23,C8545,1
2N7002,Q337,SOT-23,C8545,1
2N7002,Q144,SOT-23,C8545,1
2N7002,Q152,SOT-23,C8545,1
2N7002,Q158,SOT-23,C8545,1
2N7002,Q399,SOT-23,C8545,1
2N7002,Q493,SOT-23,C8545,1
2N7002,Q364,SOT-23,C8545,1
2N7002,Q299,SOT-23,C8545,1
2N7002,Q302,SOT-23,C8545,1
2N7002,Q377,SOT-23,C8545,1
2N7002,Q336,SOT-23,C8545,1
2N7002,Q332,SOT-23,C8545,1
2N7002,Q376,SOT-23,C8545,1
2N7002,Q398,SOT-23,C8545,1
2N7002,Q146,SOT-23,C8545,1
2N7002,Q150,SOT-23,C8545,1
2N7002,Q301,SOT-23,C8545,1
2N7002,Q174,SOT-23,C8545,1
2N7002,Q431,SOT-23,C8545,1
2N7002,Q259,SOT-23,C8545,1
2N7002,Q520,SOT-23,C8545,1
2N7002,Q56,SOT-23,C8545,1
2N7002,Q605,SOT-23,C8545,1
2N7002,Q557,SOT-23,C8545,1
2N7002,Q101,SOT-23,C8545,1
2N7002,Q279,SOT-23,C8545,1
2N7002,Q554,SOT-23,C8545,1
2N7002,Q187,SOT-23,C8545,1
2N7002,Q173,SOT-23,C8545,1
2N7002,Q239,SOT-23,C8545,1
2N7002,Q549,SOT-23,C8545,1
2N7002,Q61,SOT-23,C8545,1
2N7002,Q278,SOT-23,C8545,1
2N7002,Q421,SOT-23,C8545,1
2N7002,Q555,SOT-23,C8545,1
2N7002,Q213,SOT-23,C8545,1
2N7002,Q207,SOT-23,C8545,1
2N7002,Q227,SOT-23,C8545,1
2N7002,Q84,SOT-23,C8545,1
2N7002,Q115,SOT-23,C8545,1
2N7002,Q282,SOT-23,C8545,1
2N7002,Q123,SOT-23,C8545,1
2N7002,Q434,SOT-23,C8545,1
2N7002,Q264,SOT-23,C8545,1
2N7002,Q441,SOT-23,C8545,1
2N7002,Q86,SOT-23,C8545,1
2N7002,Q59,SOT-23,C8545,1
2N7002,Q106,SOT-23,C8545,1
2N7002,Q126,SOT-23,C8545,1
2N7002,Q515,SOT-23,C8545,1
2N7002,Q232,SOT-23,C8545,1
2N7002,Q210,SOT-23,C8545,1
2N7002,Q551,SOT-23,C8545,1
2N7002,Q242,SOT-23,C8545,1
2N7002,Q128,SOT-23,C8545,1
2N7002,Q177,SOT-23,C8545,1
2N7002,Q105,SOT-23,C8545,1
2N7002,Q270,SOT-23,C8545,1
2N7002,Q522,SOT-23,C8545,1
2N7002,Q624,SOT-23,C8545,1
2N7002,Q182,SOT-23,C8545,1
2N7002,Q621,SOT-23,C8545,1
2N7002,Q209,SOT-23,C8545,1
2N7002,Q124,SOT-23,C8545,1
2N7002,Q237,SOT-23,C8545,1
2N7002,Q433,SOT-23,C8545,1
2N7002,Q588,SOT-23,C8545,1
2N7002,Q623,SOT-23,C8545,1
2N7002,Q595,SOT-23,C8545,1
2N7002,Q254,SOT-23,C8545,1
Conn_01x01_Pin,J7,PinSocket_1x01_P2.54mm_Vertical,,1
2N7002,Q228,SOT-23,C8545,1
2N7002,Q197,SOT-23,C8545,1
2N7002,Q63,SOT-23,C8545,1
2N7002,Q552,SOT-23,C8545,1
2N7002,Q236,SOT-23,C8545,1
2N7002,Q190,SOT-23,C8545,1
2N7002,Q54,SOT-23,C8545,1
2N7002,Q212,SOT-23,C8545,1
2N7002,Q273,SOT-23,C8545,1
2N7002,Q439,SOT-23,C8545,1
2N7002,Q562,SOT-23,C8545,1
2N7002,Q234,SOT-23,C8545,1
2N7002,Q223,SOT-23,C8545,1
2N7002,Q133,SOT-23,C8545,1
2N7002,Q617,SOT-23,C8545,1
2N7002,Q542,SOT-23,C8545,1
2N7002,Q122,SOT-23,C8545,1
2N7002,Q108,SOT-23,C8545,1
2N7002,Q220,SOT-23,C8545,1
2N7002,Q550,SOT-23,C8545,1
2N7002,Q88,SOT-23,C8545,1
2N7002,Q193,SOT-23,C8545,1
2N7002,Q93,SOT-23,C8545,1
2N7002,Q625,SOT-23,C8545,1
2N7002,Q558,SOT-23,C8545,1
2N7002,Q113,SOT-23,C8545,1
2N7002,Q195,SOT-23,C8545,1
2N7002,Q184,SOT-23,C8545,1
2N7002,Q64,SOT-23,C8545,1
2N7002,Q215,SOT-23,C8545,1
2N7002,Q198,SOT-23,C8545,1
2N7002,Q256,SOT-23,C8545,1
2N7002,Q235,SOT-23,C8545,1
2N7002,Q136,SOT-23,C8545,1
2N7002,Q204,SOT-23,C8545,1
2N7002,Q276,SOT-23,C8545,1
2N7002,Q78,SOT-23,C8545,1
2N7002,Q615,SOT-23,C8545,1
2N7002,Q261,SOT-23,C8545,1
2N7002,Q200,SOT-23,C8545,1
2N7002,Q531,SOT-23,C8545,1
2N7002,Q219,SOT-23,C8545,1
2N7002,Q614,SOT-23,C8545,1
2N7002,Q536,SOT-23,C8545,1
2N7002,Q530,SOT-23,C8545,1
2N7002,Q266,SOT-23,C8545,1
2N7002,Q541,SOT-23,C8545,1
2N7002,Q99,SOT-23,C8545,1
2N7002,Q241,SOT-23,C8545,1
2N7002,Q274,SOT-23,C8545,1
2N7002,Q179,SOT-23,C8545,1
2N7002,Q556,SOT-23,C8545,1
2N7002,Q188,SOT-23,C8545,1
2N7002,Q181,SOT-23,C8545,1
2N7002,Q107,SOT-23,C8545,1
2N7002,Q77,SOT-23,C8545,1
2N7002,Q262,SOT-23,C8545,1
2N7002,Q125,SOT-23,C8545,1
2N7002,Q255,SOT-23,C8545,1
2N7002,Q538,SOT-23,C8545,1
2N7002,Q240,SOT-23,C8545,1
2N7002,Q265,SOT-23,C8545,1
2N7002,Q622,SOT-23,C8545,1
2N7002,Q176,SOT-23,C8545,1
2N7002,Q257,SOT-23,C8545,1
2N7002,Q598,SOT-23,C8545,1
Conn_01x21_Socket,J5,PinHeader_1x21_P2.54mm_Vertical,,1
2N7002,Q97,SOT-23,C8545,1
2N7002,Q586,SOT-23,C8545,1
2N7002,Q442,SOT-23,C8545,1
2N7002,Q599,SOT-23,C8545,1
2N7002,Q272,SOT-23,C8545,1
2N7002,Q244,SOT-23,C8545,1
2N7002,Q90,SOT-23,C8545,1
2N7002,Q277,SOT-23,C8545,1
2N7002,Q591,SOT-23,C8545,1
2N7002,Q67,SOT-23,C8545,1
Conn_02x08_Odd_Even,J11,PinSocket_2x08_P2.54mm_Vertical,,1
2N7002,Q560,SOT-23,C8545,1
2N7002,Q547,SOT-23,C8545,1
2N7002,Q267,SOT-23,C8545,1
2N7002,Q251,SOT-23,C8545,1
2N7002,Q263,SOT-23,C8545,1
2N7002,Q559,SOT-23,C8545,1
2N7002,Q474,SOT-23,C8545,1
2N7002,Q436,SOT-23,C8545,1
2N7002,Q645,SOT-23,C8545,1
2N7002,Q217,SOT-23,C8545,1
2N7002,Q589,SOT-23,C8545,1
2N7002,Q600,SOT-23,C8545,1
2N7002,Q218,SOT-23,C8545,1
2N7002,Q211,SOT-23,C8545,1
2N7002,Q632,SOT-23,C8545,1
2N7002,Q231,SOT-23,C8545,1
2N7002,Q65,SOT-23,C8545,1
2N7002,Q72,SOT-23,C8545,1
2N7002,Q216,SOT-23,C8545,1
2N7002,Q95,SOT-23,C8545,1
2N7002,Q628,SOT-23,C8545,1
2N7002,Q134,SOT-23,C8545,1
2N7002,Q529,SOT-23,C8545,1
2N7002,Q110,SOT-23,C8545,1
2N7002,Q597,SOT-23,C8545,1
Conn_01x21_Socket,J4,PinHeader_1x21_P2.54mm_Vertical,,1
2N7002,Q250,SOT-23,C8545,1
2N7002,Q74,SOT-23,C8545,1
2N7002,Q119,SOT-23,C8545,1
2N7002,Q189,SOT-23,C8545,1
2N7002,Q247,SOT-23,C8545,1
2N7002,Q619,SOT-23,C8545,1
2N7002,Q593,SOT-23,C8545,1
2N7002,Q80,SOT-23,C8545,1
2N7002,Q178,SOT-23,C8545,1
2N7002,Q224,SOT-23,C8545,1
2N7002,Q521,SOT-23,C8545,1
2N7002,Q275,SOT-23,C8545,1
Conn_02x08_Odd_Even,J10,PinSocket_2x08_P2.54mm_Vertical,,1
2N7002,Q206,SOT-23,C8545,1
Conn_01x21_Socket,J1,PinHeader_1x21_P2.54mm_Vertical,,1
2N7002,Q440,SOT-23,C8545,1
2N7002,Q646,SOT-23,C8545,1
2N7002,Q539,SOT-23,C8545,1
2N7002,Q172,SOT-23,C8545,1
2N7002,Q626,SOT-23,C8545,1
2N7002,Q563,SOT-23,C8545,1
2N7002,Q229,SOT-23,C8545,1
2N7002,Q268,SOT-23,C8545,1
2N7002,Q424,SOT-23,C8545,1
2N7002,Q103,SOT-23,C8545,1
2N7002,Q112,SOT-23,C8545,1
2N7002,Q58,SOT-23,C8545,1
2N7002,Q75,SOT-23,C8545,1
2N7002,Q281,SOT-23,C8545,1
2N7002,Q587,SOT-23,C8545,1
2N7002,Q590,SOT-23,C8545,1
2N7002,Q609,SOT-23,C8545,1
2N7002,Q100,SOT-23,C8545,1
2N7002,Q612,SOT-23,C8545,1
2N7002,Q69,SOT-23,C8545,1
2N7002,Q546,SOT-23,C8545,1
2N7002,Q225,SOT-23,C8545,1
2N7002,Q87,SOT-23,C8545,1
2N7002,Q68,SOT-23,C8545,1
2N7002,Q55,SOT-23,C8545,1
2N7002,Q544,SOT-23,C8545,1
2N7002,Q253,SOT-23,C8545,1
2N7002,Q553,SOT-23,C8545,1
2N7002,Q226,SOT-23,C8545,1
2N7002,Q85,SOT-23,C8545,1
2N7002,Q120,SOT-23,C8545,1
2N7002,Q91,SOT-23,C8545,1
2N7002,Q548,SOT-23,C8545,1
2N7002,Q57,SOT-23,C8545,1
2N7002,Q70,SOT-23,C8545,1
2N7002,Q205,SOT-23,C8545,1
2N7002,Q94,SOT-23,C8545,1
2N7002,Q238,SOT-23,C8545,1
2N7002,Q260,SOT-23,C8545,1
2N7002,Q131,SOT-23,C8545,1
2N7002,Q73,SOT-23,C8545,1
2N7002,Q543,SOT-23,C8545,1
2N7002,Q627,SOT-23,C8545,1
2N7002,Q130,SOT-23,C8545,1
2N7002,Q185,SOT-23,C8545,1
2N7002,Q199,SOT-23,C8545,1
2N7002,Q608,SOT-23,C8545,1
2N7002,Q537,SOT-23,C8545,1
2N7002,Q631,SOT-23,C8545,1
2N7002,Q252,SOT-23,C8545,1
2N7002,Q435,SOT-23,C8545,1
2N7002,Q180,SOT-23,C8545,1
2N7002,Q613,SOT-23,C8545,1
2N7002,Q607,SOT-23,C8545,1
2N7002,Q116,SOT-23,C8545,1
2N7002,Q280,SOT-23,C8545,1
2N7002,Q606,SOT-23,C8545,1
2N7002,Q109,SOT-23,C8545,1
2N7002,Q127,SOT-23,C8545,1
2N7002,Q186,SOT-23,C8545,1
2N7002,Q201,SOT-23,C8545,1
2N7002,Q79,SOT-23,C8545,1
2N7002,Q248,SOT-23,C8545,1
2N7002,Q111,SOT-23,C8545,1
2N7002,Q271,SOT-23,C8545,1
2N7002,Q129,SOT-23,C8545,1
2N7002,Q82,SOT-23,C8545,1
2N7002,Q202,SOT-23,C8545,1
2N7002,Q203,SOT-23,C8545,1
2N7002,Q132,SOT-23,C8545,1
Conn_01x21_Socket,J3,PinHeader_1x21_P2.54mm_Vertical,,1
2N7002,Q192,SOT-23,C8545,1
2N7002,Q117,SOT-23,C8545,1
2N7002,Q196,SOT-23,C8545,1
2N7002,Q104,SOT-23,C8545,1
